temperature,air_pressure,same_day_rain,next_day_rain,relative_humidity,wind_direction,wind_speed,cloud_height,cloud_density,month,day,daylight,lightning,air_quality
cold,decreasing,deluge,deluge,high,north,high,high,high,march,saturday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,high,low,high,december,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,north,high,no_cloud,no_cloud,january,tuesday,sunny,no_lightning,bad
medium,increasing,drizzle,drizzle,high,east,high,high,low,october,saturday,cloudy,no_lightning,bad
medium,decreasing,deluge,drizzle,low,west,high,high,low,august,monday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,west,no_wind,high,high,october,tuesday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,high,north,no_wind,low,low,february,wednesday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,west,high,no_cloud,no_cloud,january,saturday,sunny,no_lightning,good
medium,increasing,drizzle,deluge,high,north,no_wind,low,low,april,tuesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,october,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,west,low,low,high,february,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,north,high,no_cloud,no_cloud,may,sunday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,south,no_wind,low,high,july,wednesday,cloudy,no_lightning,medium
medium,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,october,saturday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,west,no_wind,low,low,july,tuesday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,east,no_wind,high,low,june,friday,sunny,no_lightning,bad
cold,increasing,deluge,dry,high,west,low,low,low,february,friday,cloudy,no_lightning,bad
medium,increasing,drizzle,deluge,high,east,no_wind,high,low,september,thursday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,south,high,no_cloud,no_cloud,october,friday,sunny,no_lightning,medium
medium,decreasing,dry,deluge,high,north,no_wind,no_cloud,no_cloud,november,sunday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,north,high,no_cloud,no_cloud,march,monday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,high,south,no_wind,no_cloud,no_cloud,october,tuesday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,low,east,no_wind,no_cloud,no_cloud,december,wednesday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,low,west,high,no_cloud,no_cloud,march,monday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,east,no_wind,no_cloud,no_cloud,october,monday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,south,low,low,low,december,tuesday,cloudy,no_lightning,bad
high,decreasing,dry,drizzle,high,west,no_wind,no_cloud,no_cloud,june,monday,sunny,no_lightning,bad
high,increasing,dry,dry,low,west,no_wind,low,high,june,friday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,north,high,high,high,june,thursday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,no_wind,low,low,december,wednesday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,high,south,low,low,high,february,wednesday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,june,saturday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,december,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,september,friday,sunny,no_lightning,bad
cold,increasing,deluge,dry,high,north,low,low,low,november,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,drizzle,high,east,no_wind,high,low,january,friday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,north,no_wind,high,low,august,monday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,north,high,high,high,june,friday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,south,no_wind,low,low,december,wednesday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,high,west,high,no_cloud,no_cloud,november,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,south,high,no_cloud,no_cloud,september,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,east,high,no_cloud,no_cloud,january,sunday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,west,high,no_cloud,no_cloud,april,monday,sunny,no_lightning,good
medium,decreasing,dry,drizzle,high,east,low,no_cloud,no_cloud,november,sunday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,east,no_wind,low,low,august,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,east,low,no_cloud,no_cloud,may,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,east,low,no_cloud,no_cloud,april,saturday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,high,high,high,may,sunday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,south,no_wind,low,low,november,saturday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,no_wind,high,high,september,tuesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,high,low,low,january,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,high,high,high,october,sunday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,high,high,high,april,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,october,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,no_cloud,no_cloud,december,tuesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,high,high,high,march,tuesday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,high,low,low,september,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,low,high,low,march,tuesday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,east,no_wind,high,high,november,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,west,low,low,high,may,sunday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,west,high,no_cloud,no_cloud,december,wednesday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,north,high,high,low,january,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,low,high,low,november,thursday,cloudy,no_lightning,bad
cold,increasing,drizzle,deluge,high,north,low,low,low,december,wednesday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,north,high,low,low,july,sunday,cloudy,low,bad
medium,increasing,dry,dry,low,south,no_wind,high,high,december,monday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,low,north,low,low,high,february,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,low,no_cloud,no_cloud,march,thursday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,february,tuesday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,north,high,low,low,june,tuesday,cloudy,low,good
cold,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,april,tuesday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,december,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,low,low,high,april,monday,cloudy,no_lightning,good
medium,decreasing,drizzle,drizzle,low,east,no_wind,low,high,july,friday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,march,sunday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,low,high,high,october,sunday,cloudy,no_lightning,bad
cold,increasing,deluge,dry,low,east,no_wind,high,high,november,saturday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,low,west,low,high,high,december,saturday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,high,no_cloud,no_cloud,december,wednesday,sunny,no_lightning,bad
high,decreasing,dry,deluge,high,east,low,no_cloud,no_cloud,june,saturday,sunny,no_lightning,good
medium,decreasing,dry,drizzle,low,north,low,low,high,january,monday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,south,no_wind,low,high,march,saturday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,low,high,high,november,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,north,high,no_cloud,no_cloud,august,thursday,sunny,no_lightning,bad
high,decreasing,drizzle,deluge,low,south,high,high,low,august,saturday,cloudy,no_lightning,bad
cold,increasing,deluge,dry,low,east,low,low,low,december,saturday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,east,high,no_cloud,no_cloud,may,friday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,low,east,no_wind,no_cloud,no_cloud,may,tuesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,high,low,high,april,sunday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,low,north,high,low,low,november,tuesday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,south,no_wind,high,low,june,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,south,high,no_cloud,no_cloud,october,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,north,low,low,high,november,wednesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,high,high,high,december,monday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,high,south,no_wind,no_cloud,no_cloud,may,sunday,sunny,no_lightning,bad
high,increasing,dry,drizzle,high,south,no_wind,no_cloud,no_cloud,july,monday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,south,no_wind,high,high,july,wednesday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,north,no_wind,low,high,july,monday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,south,low,high,high,october,wednesday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,east,high,no_cloud,no_cloud,april,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,october,sunday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,south,low,low,low,march,saturday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,no_wind,high,high,february,sunday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,low,south,no_wind,no_cloud,no_cloud,august,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,north,high,low,high,april,sunday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,high,west,high,low,low,february,thursday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,west,no_wind,low,low,july,monday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,north,no_wind,no_cloud,no_cloud,march,saturday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,july,wednesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,low,no_cloud,no_cloud,april,sunday,sunny,no_lightning,bad
cold,increasing,drizzle,deluge,high,west,high,high,high,december,saturday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,december,saturday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,east,high,no_cloud,no_cloud,june,wednesday,sunny,no_lightning,bad
cold,increasing,drizzle,drizzle,high,south,high,high,low,december,sunday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,high,no_cloud,no_cloud,december,monday,sunny,no_lightning,bad
cold,increasing,dry,deluge,high,west,no_wind,high,high,october,sunday,cloudy,no_lightning,bad
high,decreasing,deluge,deluge,high,north,low,high,low,july,thursday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,west,low,low,high,august,thursday,cloudy,no_lightning,medium
high,increasing,dry,dry,low,south,low,high,low,june,wednesday,cloudy,high,good
cold,decreasing,deluge,deluge,high,east,low,low,high,february,friday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,no_wind,high,low,october,thursday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,low,low,high,january,tuesday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,october,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,east,low,no_cloud,no_cloud,march,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,low,high,low,january,saturday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,no_wind,high,low,december,wednesday,sunny,no_lightning,bad
cold,increasing,drizzle,drizzle,low,north,high,low,low,april,sunday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,east,high,low,high,june,tuesday,cloudy,no_lightning,good
cold,increasing,dry,dry,high,west,low,no_cloud,no_cloud,december,friday,sunny,no_lightning,medium
medium,increasing,drizzle,dry,low,south,low,high,high,january,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,high,east,low,high,low,march,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,west,low,low,high,january,sunday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,july,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,may,friday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,north,low,high,low,january,wednesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,low,high,low,october,monday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,west,high,no_cloud,no_cloud,march,monday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,low,low,high,december,tuesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,low,low,low,november,wednesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,west,high,no_cloud,no_cloud,february,tuesday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,west,no_wind,high,high,august,wednesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,no_wind,high,high,december,friday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,no_wind,low,low,august,thursday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,may,thursday,sunny,no_lightning,bad
cold,increasing,drizzle,drizzle,high,south,high,low,low,january,monday,cloudy,no_lightning,bad
high,decreasing,deluge,deluge,high,east,high,high,low,august,wednesday,sunny,no_lightning,bad
high,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,august,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,high,low,low,january,sunday,sunny,no_lightning,bad
high,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,august,monday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,no_wind,no_cloud,no_cloud,december,sunday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,north,low,low,low,january,tuesday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,east,low,no_cloud,no_cloud,december,tuesday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,high,low,low,november,tuesday,sunny,no_lightning,bad
high,increasing,dry,dry,low,south,no_wind,low,high,july,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,south,high,no_cloud,no_cloud,june,thursday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,high,high,low,august,monday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,west,high,low,high,august,sunday,cloudy,high,bad
medium,increasing,dry,dry,low,west,low,high,low,may,friday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,east,low,low,high,august,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,low,low,low,january,thursday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,low,north,no_wind,no_cloud,no_cloud,may,monday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,no_wind,no_cloud,no_cloud,december,friday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,low,low,low,october,saturday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,april,wednesday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,south,high,no_cloud,no_cloud,january,friday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,east,high,low,high,december,tuesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,east,low,high,low,february,wednesday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,high,low,high,march,saturday,cloudy,no_lightning,bad
cold,decreasing,drizzle,deluge,low,east,high,low,low,october,thursday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,north,low,no_cloud,no_cloud,october,monday,sunny,no_lightning,bad
cold,decreasing,deluge,drizzle,high,west,high,high,high,february,friday,cloudy,no_lightning,bad
medium,increasing,drizzle,deluge,high,north,high,low,low,june,thursday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,high,high,high,february,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,no_wind,low,low,december,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,september,friday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,high,low,high,september,thursday,cloudy,low,bad
medium,increasing,drizzle,drizzle,high,east,low,low,high,april,monday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,no_wind,low,high,january,thursday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,north,low,high,high,january,sunday,cloudy,no_lightning,bad
medium,increasing,deluge,drizzle,low,west,low,low,low,january,wednesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,no_wind,high,low,april,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,high,high,low,february,saturday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,east,high,no_cloud,no_cloud,may,friday,sunny,no_lightning,bad
